1984.5,1249.5,400
1426,2178.5,406
1859.5,880,370
961.5,2292.5,459.5
3430.5,520,461.5
2205,908,501
1658,1705,505
666.5,2152.5,548
1311.5,1311.5,296.5
942,1988,361.5
1366.5,2034,542
3608,744.5,366.5
1491.5,1257.5,458
1178,1105,391.5
1264.5,1687,578
2380,774,364.5
1901.5,1158,380
1232.5,1339,401.5
3186,684,432.5
1981.5,802,390
1412.5,1103,511.5
1441.5,1229.5,159
1408,994,334.5
1753.5,1392,338
1788.5,1247.5,403.5
4026,187,428.5
2692.5,576,526
1413,1938.5,452.5
1225,1296,413
968.5,1705.5,375
2491.5,854.5,568.5
1584,1022,591.5
3313,397,414
2158,894,513
1043,1266.5,408
1055,2419.5,543
1420,1322.5,505
2369.5,879,420
543.5,2449.5,569.5
3642.5,1060,543.5
1453.5,770,542.5
1668,896,503.5
576,1935.5,768
1488,1530,576
1645.5,754,418
1308.5,1452,495.5
3361.5,389,398.5
1308,940,411.5
1157.5,1278,408
1803.5,1595,607.5
2488,1106,473.5
1799,1096,488
1710,1315.5,399
1253.5,504,410
1950,1330,388.5
1330,1652,420.5
849.5,1913,530
1875,982,449.5
1271.5,1343,425
1958.5,1082.5,471.5
3770,157,458.5
1562,2019,520
2077.5,670,562
1085,1815,577.5
2056.5,1196.5,485
1848,994.5,506.5
1302,1782,548
2430.5,1329.5,502
1936.5,1614.5,430.5
764,1609,436.5
881.5,2219.5,764
1486,1760.5,881.5
1807,1348,486
1502,2457.5,507
2420,558,312
3037,667,497
1350,1117,437
1870,1481.5,600
2370,1556,670
1562,1648.5,440
1829,2173.5,642
3474,1162,529
1227,1538,614
1316,1517,527
1914,1353.5,692
2334,681,314
1682.5,1748,584
1320.5,1685,682.5
2260,1582,620.5
1976,1074,610
1805,1293,276
1625,1843.5,705
2666.5,723.5,625
1449.5,1557.5,566.5
2614,2005,749.5
4122,913,514
1362.5,1618,522
2122.5,905.5,412.5
1695,1761.5,422.5
2340.5,727,495
2513,1055.5,557.5
1646.5,1952.5,513
4143.5,1020,446.5
1505.5,1712.5,449.5
2176,1168.5,505.5
1518,1414.5,726
2796,703,518
2393.5,1619.5,596
1696.5,1768,313.5
3266.5,490,496.5
2008,2477,466.5
2131,1395.5,508
2005.5,1585,531
1974,1299.5,507.5
2354.5,1468,524
2214,2683.5,704.5
4092,636,614
2393.5,895,572
1480,1711,593.5
1490,1396.5,660
1316.5,1796.5,540
1886,1898,516.5
2435,1743.5,686
3536,730,585
1663,1317,558
879.5,2093.5,663
2169,1320,879.5
1238.5,1621,669
1080.5,1512.5,538.5
1123.5,1719.5,580.5
3238,1155,623.5
1630.5,1553.5,758
1417.5,1715.5,651.5
1317,1473,407.5
783,2045.5,517
1869.5,1453,683
873.5,1950.5,559.5
1767,2625,373.5
2462,957.5,617
1678.5,1707,592
1523,1716,578.5
1860.5,1511,523
1203,2094,510.5
1699,2312.5,503
3967,2030,599
1832,1848,467
1620,1311.5,632
1790,1632.5,670
1934.5,921.5,390
1601.5,1204,434.5
1763.5,1850.5,601.5
4495,669,591.5
1855.5,1207.5,575
1246.5,1794,585.5
496,2346.5,546.5
2323.5,598.5,446
1860,1670,463.5
1108,1586.5,490
3727.5,660,358
1281.5,1569,527.5
1452.5,1472,631.5
1150,1592.5,552.5
2912.5,912.5,450
1470.5,1417.5,442.5
2355,1734.5,670.5
2692,1045.5,655
1424,1712.5,392
1523,1253,424
1567,1396.5,523
1364,1355.5,367
1026,2257.5,564
2368.5,1384,726
3390,1467,368.5
3505,1930,590
2481,1212,505
1370.5,1878,481
1352,1402,470.5
1726.5,1090.5,452
1981,1894.5,726.5
2956.5,1382,581
1168,1725.5,586.5
2049,1499,565
1650,2094.5,855
1966,528,630
2081,1604,486
1165,2352.5,681
2737,1766.5,615
2298.5,1610,637
1506,1480.5,598.5
705,1748,486
971,1871,335
1404,1431.5,371
1536,1959,774
3612.5,709,696
1817,1511.5,464.5
1456.5,1647,517
1590,1914.5,556.5
1124,1899.5,540
1182.5,2190,574
725.5,2359.5,682.5
3344,605,225.5
1313,1827,444
1698,1632,513
1095.5,1698.5,698
1919.5,1727.5,575.5
898,1887,469.5
793.5,2452.5,798
3088.5,560,593.5
1645.5,1525,588.5
1118,2505,645.5
986,2219.5,618
1632,2283,686
1801.5,1243.5,432
1526,1950,551.5
3308,1034,526
1426,2340.5,608
1057,2037,506
1488,2605.5,757
1211,2146,588
1016,2295.5,611
721,2539,716
3002,825.5,521
2099,1326,752
997,1984,549
725,1828.5,686
1654,2963,725
3299,470,654
1948.5,1788.5,619
3047,586.5,488.5
1851,1087,476.5
1281,1673.5,501
990,1922.5,781
3235.5,3410,990
